,Breed,Breed2,MixedBreed,isCat,Color,ColorPattern,Color2,ColorPattern2,AgeuponOutcome,OutcomeType,SexuponOutcome,Name
13588,rat terrier,,True,0,White,,Brown,,180.0,Adoption,Neutered Male,True
13589,jack russell terrier,labrador retriever,False,0,Sable,,White,,300.0,Adoption,Neutered Male,True
13590,beagle,,True,0,Tan,,White,,1460.0,Return_to_owner,Spayed Female,False
13591,snowshoe,,True,1,Seal,Point,,,30.0,Transfer,Intact Female,True
13592,pit bull,,True,0,White,,,,300.0,Return_to_owner,Spayed Female,True
13593,australian shepherd,,True,0,Tricolor,,,,60.0,Transfer,Intact Female,True
13594,domestic shorthair,,True,1,Black,,White,,90.0,Adoption,Neutered Male,False
13595,catahoula,,True,0,Brown,Merle,Blue,Merle,730.0,Adoption,Neutered Male,True
13596,domestic shorthair,,True,1,Blue,Tabby,,,365.0,Return_to_owner,Spayed Female,True
13597,boxer,labrador retriever,False,0,Brown,,,,2920.0,Return_to_owner,Neutered Male,True
13598,lhasa apso,,True,0,White,,Black,,730.0,Return_to_owner,Spayed Female,True
13599,domestic medium hair,,True,1,White,,Blue,,7.0,Transfer,Intact Male,False
13600,basenji,,True,0,Tan,,White,,1460.0,Adoption,Neutered Male,True
13601,chihuahua shorthair,,True,0,Tan,,,,365.0,Adoption,Spayed Female,True
13602,domestic shorthair,,True,1,Black,,White,,30.0,Transfer,Intact Male,True
13603,miniature poodle,,True,0,Black,,,,730.0,Euthanasia,Intact Male,False
13604,pit bull,,True,0,Brown,Brindle,White,,120.0,Transfer,Spayed Female,True
13605,domestic shorthair,,True,1,Black,,,,730.0,Transfer,Intact Female,False
13606,domestic shorthair,,True,1,Black,,,,14.0,Transfer,Unknown,False
13607,australian cattle dog,,True,0,Brown,,,,30.0,Euthanasia,Intact Male,False
13608,australian kelpie,,True,0,Black,,Tan,,365.0,Adoption,Neutered Male,True
13609,finnish spitz,dachshund,False,0,Red,,,,1095.0,Adoption,Spayed Female,True
13610,domestic shorthair,,True,1,Black,,White,,30.0,Transfer,Intact Male,False
13611,chihuahua shorthair,,True,0,Tan,,,,365.0,Return_to_owner,Spayed Female,True
13612,pit bull,,True,0,Brown,,White,,1825.0,Transfer,Neutered Male,True
13613,labrador retriever,,True,0,Brown,,,,14.0,Transfer,Intact Male,False
13614,domestic shorthair,,True,1,Brown,Tabby,White,,730.0,Transfer,Intact Female,False
13615,domestic shorthair,,True,1,Brown,Tabby,White,,30.0,Transfer,Intact Male,True
13616,catahoula,,True,0,Yellow,Brindle,White,,1460.0,Adoption,Spayed Female,True
13617,black mouth cur,,True,0,Tan,,,,730.0,Adoption,Neutered Male,True
13618,domestic shorthair,,True,1,Black,,White,,30.0,Transfer,Intact Male,True
13619,domestic shorthair,,True,1,White,,Brown,Tabby,365.0,Transfer,Intact Male,False
13620,domestic shorthair,,True,1,Blue,Tabby,,,7.0,Transfer,Unknown,False
13621,domestic shorthair,,True,1,Brown,Tabby,,,30.0,Adoption,Intact Female,True
13622,black mouth cur,,False,0,Tan,,,,730.0,Adoption,Spayed Female,True
13623,domestic medium hair,,True,1,Brown,Tabby,,,120.0,Transfer,Intact Male,False
13624,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Neutered Male,True
13625,domestic shorthair,,True,1,Calico,,,,365.0,Adoption,Spayed Female,True
13626,pit bull,,True,0,Chocolate,,White,,730.0,Adoption,Neutered Male,True
13627,domestic longhair,,True,1,Brown,Tabby,White,,730.0,Return_to_owner,Neutered Male,True
13628,domestic shorthair,,True,1,Black,,,,180.0,Adoption,Spayed Female,True
13629,domestic shorthair,,True,1,Brown,Tabby,White,,3650.0,Died,Neutered Male,False
13630,basset hound,,True,0,Black,,Tan,,365.0,Transfer,Intact Male,True
13631,german shorthair pointer,,True,0,Black,,White,,2555.0,Return_to_owner,Intact Male,True
13632,feist,,True,0,Black,,,,730.0,Euthanasia,Intact Male,True
13633,chihuahua shorthair,,False,0,Brown,,White,,730.0,Return_to_owner,Neutered Male,True
13634,pit bull,,True,0,Tan,,White,,1825.0,Transfer,Neutered Male,True
13635,jack russell terrier,,True,0,White,,Black,,3650.0,Transfer,Neutered Male,True
13636,labrador retriever,,True,0,Brown,,White,,1095.0,Adoption,Neutered Male,True
13637,labrador retriever,american pit bull terrier,False,0,Black,,White,,60.0,Transfer,Spayed Female,True
13638,domestic shorthair,,True,1,Black,,,,150.0,Transfer,Intact Female,False
13639,domestic shorthair,,True,1,Tortie,,,,90.0,Adoption,Spayed Female,False
13640,siamese,,True,1,Flame,Point,,,60.0,Adoption,Neutered Male,False
13641,domestic shorthair,,True,1,Torbie,,,,90.0,Adoption,Spayed Female,True
13642,english bulldog,,True,0,Brown,Brindle,White,,1825.0,Return_to_owner,Neutered Male,True
13643,domestic shorthair,,True,1,Orange,Tabby,White,,210.0,Adoption,Neutered Male,True
13644,snowshoe,,True,1,Chocolate,Point,,,1095.0,Adoption,Spayed Female,True
13645,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Spayed Female,True
13646,domestic shorthair,,True,1,White,,Brown,Tabby,1095.0,Transfer,Spayed Female,True
13647,shih tzu,,True,0,White,,White,,1095.0,Transfer,Neutered Male,True
13648,domestic shorthair,,True,1,Torbie,,,,3650.0,Euthanasia,Spayed Female,True
13649,domestic shorthair,,True,1,Black,,,,60.0,Transfer,Intact Male,True
13650,cocker spaniel,,False,0,Buff,,White,,4380.0,Return_to_owner,Neutered Male,True
13651,labrador retriever,,True,0,Buff,,,,2920.0,Transfer,Spayed Female,True
13652,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Spayed Female,True
13653,labrador retriever,,False,0,White,,,,60.0,Transfer,Intact Female,False
13654,labrador retriever,pit bull,False,0,Black,,White,,730.0,Adoption,Neutered Male,True
13655,carolina dog,,True,0,Buff,,,,2555.0,Return_to_owner,Neutered Male,True
13656,domestic shorthair,,True,1,Calico,,,,150.0,Adoption,Spayed Female,True
13657,australian shepherd,australian cattle dog,False,0,Black,,Yellow,Brindle,365.0,Adoption,Neutered Male,True
13658,domestic shorthair,,True,1,Blue,Tabby,White,,60.0,Adoption,Neutered Male,False
13659,domestic shorthair,,True,1,Black,,,,120.0,Adoption,Neutered Male,False
13660,catahoula,,True,0,Tan,,White,,60.0,Transfer,Intact Female,False
13661,siamese,,True,1,Lynx,Point,,,30.0,Transfer,Intact Female,False
13662,chihuahua shorthair,,True,0,Red,,White,,1460.0,Transfer,Spayed Female,True
13663,english pointer,,True,0,Red,,White,,365.0,Adoption,Spayed Female,True
13664,domestic shorthair,,True,1,Brown,Tabby,,,730.0,Transfer,Unknown,False
13665,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Return_to_owner,Spayed Female,False
13666,pit bull,,True,0,Blue,,White,,1095.0,Return_to_owner,Intact Male,True
13667,chihuahua shorthair,,True,0,Tan,,,,150.0,Adoption,Spayed Female,True
13668,domestic shorthair,,True,1,Black,,White,,60.0,Adoption,Neutered Male,True
13669,pit bull,,True,0,Sable,,White,,5.0,Transfer,Intact Female,False
13670,domestic shorthair,,True,1,Orange,Tabby,,,210.0,Transfer,Neutered Male,True
13671,great pyrenees,,True,0,Brown,,Black,,2555.0,Adoption,Neutered Male,False
13672,domestic shorthair,,True,1,Brown,Tabby,,,21.0,Transfer,Intact Female,False
13673,domestic shorthair,,True,1,Blue,Tabby,,,14.0,Transfer,Unknown,False
13674,collie rough,pembroke welsh corgi,False,0,Tan,,Buff,,2190.0,Adoption,Spayed Female,True
13675,domestic medium hair,,True,1,Orange,Tabby,,,1825.0,Euthanasia,Unknown,False
13676,pit bull,,True,0,White,,Tan,,365.0,Adoption,Neutered Male,True
13677,labrador retriever,pointer,False,0,White,,Black,,300.0,Transfer,Intact Male,True
13678,chihuahua shorthair,cocker spaniel,False,0,Tan,,White,,90.0,Transfer,Spayed Female,True
13679,domestic shorthair,,True,1,White,,Orange,Tabby,3285.0,Adoption,Neutered Male,True
13680,chihuahua shorthair,,True,0,Red,,,,365.0,Adoption,Neutered Male,True
13681,domestic shorthair,,True,1,Brown,Tabby,White,,14.0,Transfer,Unknown,False
13682,domestic shorthair,,True,1,Black,,,,14.0,Transfer,Unknown,False
13683,domestic shorthair,,True,1,Blue,,White,,60.0,Adoption,Spayed Female,True
13684,cairn terrier,,True,0,Black,,,,1460.0,Adoption,Neutered Male,True
13685,domestic shorthair,,True,1,Orange,Tabby,,,21.0,Transfer,Intact Male,False
13686,chihuahua shorthair,,False,0,Tan,,White,,4745.0,Return_to_owner,Neutered Male,True
13687,pit bull,,True,0,Black,,White,,1095.0,Adoption,Spayed Female,True
13688,siamese,,True,1,Flame,Point,,,2920.0,Adoption,Spayed Female,True
13689,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Neutered Male,True
13690,black mouth cur,,True,0,Tricolor,,,,270.0,Adoption,Spayed Female,False
13691,domestic shorthair,,True,1,Blue,,,,60.0,Adoption,Neutered Male,True
13692,doberman pinsch,,True,0,Black,,Tan,,730.0,Return_to_owner,Neutered Male,True
13693,american eskimo,,True,0,White,,Tan,,4745.0,Return_to_owner,Intact Male,True
13694,rat terrier,,True,0,Black,,White,,1460.0,Adoption,Neutered Male,False
13695,chihuahua shorthair,,True,0,Cream,,,,1095.0,Transfer,Spayed Female,True
13696,domestic shorthair,,True,1,Brown,Tabby,,,365.0,Euthanasia,Neutered Male,False
13697,domestic shorthair,,True,1,Blue,,White,,90.0,Adoption,Spayed Female,False
13698,domestic shorthair,,True,1,White,,Orange,Tabby,90.0,Adoption,Neutered Male,True
13699,shih tzu,,False,0,Black,,White,,1095.0,Transfer,Spayed Female,True
13700,catahoula,,True,0,Black,,Brown,,730.0,Transfer,Neutered Male,True
13701,chihuahua shorthair,,True,0,Sable,,,,1095.0,Return_to_owner,Neutered Male,True
13702,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Adoption,Spayed Female,True
13703,miniature poodle,,True,0,White,,Pink,,1095.0,Transfer,Neutered Male,True
13704,pit bull,,True,0,Brown,Brindle,White,,120.0,Transfer,Intact Female,False
13705,domestic shorthair,,True,1,Calico,,Brown,,30.0,Adoption,Spayed Female,False
13706,chihuahua shorthair,,True,0,Brown,,,,150.0,Adoption,Neutered Male,True
13707,domestic shorthair,,True,1,Orange,Tabby,White,,30.0,Transfer,Intact Male,False
13708,domestic shorthair,,True,1,Orange,Tabby,,,21.0,Transfer,Intact Male,False
13709,american bulldog,,True,0,White,,Tan,,365.0,Transfer,Neutered Male,True
13710,dachshund,,True,0,Black,,,,365.0,Adoption,Neutered Male,True
13711,domestic shorthair,,True,1,Black,,White,,6.0,Transfer,Unknown,False
13712,domestic shorthair,,True,1,Brown,Tabby,,,730.0,Adoption,Spayed Female,True
13713,domestic shorthair,,True,1,Black,,,,60.0,Adoption,Intact Female,True
13714,domestic shorthair,,True,1,Orange,Tabby,White,,21.0,Transfer,Intact Female,False
13715,great pyrenees,pointer,False,0,White,,Orange,,365.0,Transfer,Neutered Male,True
13716,domestic shorthair,,True,1,Orange,Tabby,,,14.0,Transfer,Unknown,False
13717,labrador retriever,,True,0,Chocolate,,Brown,,730.0,Return_to_owner,Neutered Male,True
13718,australian cattle dog,,True,0,Blue,Tick,,,180.0,Adoption,Neutered Male,True
13719,labrador retriever,,True,0,Cream,,,,7.0,Transfer,Intact Female,False
13720,domestic medium hair,,True,1,White,,,,7.0,Transfer,Unknown,False
13721,domestic shorthair,,True,1,Blue,Tabby,,,60.0,Transfer,Neutered Male,False
13722,domestic longhair,,True,1,Brown,Tabby,White,,180.0,Adoption,Neutered Male,True
13723,domestic shorthair,,True,1,Brown,Tabby,White,,30.0,Adoption,Spayed Female,False
13724,domestic shorthair,,False,1,Tortie,,,,60.0,Adoption,Spayed Female,True
13725,pit bull,german shepherd,False,0,Fawn,,,,730.0,Return_to_owner,Neutered Male,True
13726,labrador retriever,,True,0,Black,,,,730.0,Transfer,Intact Female,True
13727,domestic shorthair,,True,1,Black,,White,,1825.0,Return_to_owner,Neutered Male,True
13728,australian shepherd,,True,0,White,,Tan,,365.0,Adoption,Spayed Female,True
13729,yorkshire terrier,cairn terrier,False,0,Black,,Brown,,730.0,Adoption,Neutered Male,True
13730,domestic shorthair,,True,1,Blue,,White,,2190.0,Adoption,Spayed Female,True
13731,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Neutered Male,True
13732,domestic shorthair,,True,1,Calico,,,,180.0,Transfer,Intact Female,False
13733,pit bull,,True,0,Sable,,,,5.0,Transfer,Intact Male,False
13734,pit bull,,True,0,Brown,,White,,7.0,Transfer,Intact Female,True
13735,chow chow,,True,0,Red,,Black,,1095.0,Euthanasia,Neutered Male,True
13736,chihuahua shorthair,cardigan welsh corgi,False,0,Sable,,Cream,,730.0,Transfer,Neutered Male,True
13737,domestic longhair,,True,1,Cream,Tabby,White,,1095.0,Return_to_owner,Neutered Male,True
13738,dachshund,,True,0,Tan,,Black,,730.0,Adoption,Neutered Male,True
13739,pit bull,,True,0,Black,,White,,730.0,Adoption,Neutered Male,True
13740,domestic shorthair,,True,1,Brown,Tabby,White,,30.0,Adoption,Intact Male,True
13741,american pit bull terrier,,True,0,Black,Brindle,White,,270.0,Return_to_owner,Intact Male,True
13742,australian cattle dog,,True,0,Tan,,White,,1460.0,Adoption,Spayed Female,True
13743,domestic shorthair,,True,1,Blue,Tabby,White,,21.0,Transfer,Intact Female,False
13744,chihuahua shorthair,,True,0,Tricolor,,,,120.0,Transfer,Intact Male,False
13745,chihuahua shorthair,,True,0,Black,,White,,60.0,Adoption,Spayed Female,True
13746,domestic shorthair,,True,1,Blue,,,,730.0,Euthanasia,Intact Male,False
13747,domestic shorthair,,True,1,Lynx,Point,,,7.0,Transfer,Unknown,False
13748,domestic medium hair,,True,1,Orange,Tabby,,,730.0,Transfer,Intact Male,True
13749,pointer,,True,0,White,,Brown,,2555.0,Adoption,Spayed Female,True
13750,border collie,,False,0,Black,,White,,2190.0,Return_to_owner,Neutered Male,True
13751,anatol shepherd,,True,0,White,,Brown,,30.0,Transfer,Intact Male,True
13752,cairn terrier,,True,0,Tan,,,,365.0,Euthanasia,Intact Female,False
13753,domestic medium hair,,True,1,Cream,Tabby,,,60.0,Adoption,Spayed Female,False
13754,domestic shorthair,,True,1,Blue,Tabby,,,2190.0,Transfer,Spayed Female,True
13755,domestic shorthair,,True,1,Blue,,,,30.0,Transfer,Intact Female,True
13756,cairn terrier,,True,0,Brown,,,,60.0,Transfer,Spayed Female,True
13757,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Adoption,Neutered Male,True
13758,miniature pinscher,chihuahua shorthair,False,0,Black,,Tan,,730.0,Adoption,Neutered Male,True
13759,domestic shorthair,,True,1,Black,,,,300.0,Adoption,Neutered Male,True
13760,domestic shorthair,,True,1,Orange,Tabby,White,,7.0,Transfer,Unknown,False
13761,beagle,,True,0,White,,Brown,,1825.0,Adoption,Spayed Female,True
13762,domestic shorthair,,True,1,Tortie,,,,1095.0,Return_to_owner,Spayed Female,True
13763,yorkshire terrier,chihuahua shorthair,False,0,Black,,Tan,,365.0,Adoption,Neutered Male,True
13764,beagle,,True,0,Red,,White,,1095.0,Return_to_owner,Intact Male,True
13765,shih tzu,,True,0,White,,Brown,,730.0,Transfer,Neutered Male,False
13766,domestic shorthair,,True,1,Brown,Tabby,,,1460.0,Adoption,Neutered Male,True
13767,dachshund,,True,0,Black,,White,,730.0,Return_to_owner,Spayed Female,True
13768,australian shepherd,parson russell terrier,False,0,Tricolor,,,,1095.0,Adoption,Spayed Female,True
13769,toy poodle,,False,0,White,,,,2920.0,Adoption,Spayed Female,True
13770,domestic shorthair,,True,1,Black,,,,2555.0,Adoption,Neutered Male,True
13771,american bulldog,,True,0,White,,Red,,730.0,Euthanasia,Neutered Male,True
13772,domestic shorthair,,True,1,Black,,,,180.0,Transfer,Intact Male,True
13773,dachshund,,True,0,Black,,,,1825.0,Adoption,Spayed Female,True
13774,pit bull,chow chow,False,0,Tan,,White,,1460.0,Return_to_owner,Spayed Female,True
13775,german shepherd,,True,0,Sable,,,,1825.0,Adoption,Spayed Female,True
13776,boston terrier,,True,0,Tan,,Black,,300.0,Adoption,Spayed Female,False
13777,domestic shorthair,,True,1,Black,,White,,30.0,Euthanasia,Intact Male,False
13778,queensland heeler,,False,0,Red,,White,,365.0,Adoption,Neutered Male,True
13779,german shepherd,,True,0,Black,,Tan,,4015.0,Return_to_owner,Intact Male,True
13780,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Neutered Male,True
13781,domestic shorthair,,True,1,Orange,Tabby,,,30.0,Died,Intact Male,True
13782,domestic shorthair,,True,1,Brown,Tabby,White,,1095.0,Transfer,Spayed Female,True
13783,german shepherd,,True,0,Tan,,Brown,,270.0,Transfer,Neutered Male,True
13784,pit bull,,True,0,Chocolate,,White,,2.0,Transfer,Intact Female,False
13785,siamese,,True,1,Seal,Point,,,1095.0,Adoption,Neutered Male,True
13786,domestic shorthair,,True,1,Black,,,,90.0,Transfer,Intact Male,True
13787,domestic shorthair,,True,1,Black,,White,,7.0,Transfer,Unknown,False
13788,siamese,,False,1,Seal,Point,,,60.0,Adoption,Spayed Female,True
13789,domestic shorthair,,True,1,Orange,Tabby,,,60.0,Adoption,Neutered Male,True
13790,domestic shorthair,,True,1,Cream,Tabby,,,90.0,Transfer,Unknown,False
13791,pit bull,,True,0,Blue,,White,,300.0,Adoption,Spayed Female,True
13792,domestic shorthair,,True,1,Orange,Tabby,,,150.0,Adoption,Neutered Male,True
13793,domestic shorthair,,True,1,Brown,Tabby,,,60.0,Adoption,Neutered Male,False
13794,domestic shorthair,,True,1,Blue,Tabby,,,90.0,Euthanasia,Intact Female,False
13795,chihuahua shorthair,,True,0,Red,,,,1825.0,Adoption,Spayed Female,True
13796,chihuahua shorthair,,True,0,Black,,White,,1825.0,Return_to_owner,Spayed Female,True
13797,chihuahua shorthair,,True,0,Tan,,,,1095.0,Transfer,Spayed Female,True
13798,bull terrier,,True,0,White,,,,180.0,Return_to_owner,Intact Male,True
13799,chinese sharpei,labrador retriever,False,0,Tan,,,,270.0,Adoption,Neutered Male,True
13800,border collie,,True,0,Black,,,,3650.0,Transfer,Intact Female,True
13801,american staffordshire terrier,,True,0,Black,,White,,1460.0,Adoption,Neutered Male,True
13802,domestic shorthair,,True,1,Black,,,,90.0,Transfer,Intact Male,False
13803,labrador retriever,,True,0,Black,,White,,180.0,Transfer,Intact Male,True
13804,domestic shorthair,,True,1,Brown,Tabby,,,365.0,Return_to_owner,Neutered Male,True
13805,chihuahua shorthair,,True,0,Yellow,,,,6570.0,Return_to_owner,Spayed Female,True
13806,labrador retriever,,True,0,Yellow,,,,2920.0,Return_to_owner,Neutered Male,True
13807,domestic shorthair,,True,1,White,,Orange,Tabby,150.0,Transfer,Neutered Male,True
13808,chihuahua shorthair,,False,0,Brown,,,,1095.0,Transfer,Neutered Male,True
13809,domestic shorthair,,True,1,Brown,Tabby,White,,730.0,Adoption,Spayed Female,True
13810,english bulldog,boxer,False,0,Brown,,White,,365.0,Return_to_owner,Neutered Male,True
13811,labrador retriever,australian cattle dog,False,0,Red,,,,2920.0,Adoption,Neutered Male,True
13812,mastiff,,True,0,Sable,,,,1095.0,Adoption,Neutered Male,True
13813,snowshoe,,True,1,Seal,Point,,,1095.0,Transfer,Neutered Male,True
13814,domestic shorthair,,True,1,Tortie,,,,60.0,Adoption,Spayed Female,True
13815,domestic shorthair,,True,1,Calico,,,,150.0,Adoption,Spayed Female,True
13816,labrador retriever,,True,0,Black,,White,,210.0,Adoption,Spayed Female,True
13817,domestic shorthair,,True,1,Black,,,,90.0,Transfer,Intact Female,False
13818,australian kelpie,pit bull,False,0,Red,,White,,730.0,Transfer,Spayed Female,True
13819,domestic shorthair,,True,1,Orange,Tabby,White,,14.0,Transfer,Intact Male,True
13820,labrador retriever,,True,0,Chocolate,,White,,150.0,Adoption,Neutered Male,True
13821,pit bull,,False,0,Blue,,White,,3285.0,Euthanasia,Intact Male,True
13822,border collie,,True,0,Black,,White,,1095.0,Transfer,Neutered Male,True
13823,domestic shorthair,,True,1,Black,,,,240.0,Adoption,Spayed Female,True
13824,domestic shorthair,,True,1,Brown,Tabby,White,,60.0,Adoption,Neutered Male,True
13825,labrador retriever,,True,0,White,,Brown,,1095.0,Euthanasia,Intact Male,True
13826,domestic shorthair,,True,1,Black,,White,,60.0,Adoption,Neutered Male,True
13827,domestic shorthair,,True,1,Orange,Tabby,,,1095.0,Adoption,Neutered Male,True
13828,labrador retriever,australian cattle dog,False,0,Tan,,White,,365.0,Adoption,Spayed Female,True
13829,pit bull,,True,0,Blue,,White,,1460.0,Euthanasia,Intact Male,True
13830,russian blue,,True,1,Blue,,,,180.0,Transfer,Unknown,False
13831,australian cattle dog,,False,0,Blue,Merle,,,730.0,Adoption,Neutered Male,True
13832,australian cattle dog,,True,0,Brown,,White,,60.0,Adoption,Spayed Female,True
13833,domestic shorthair,,True,1,Brown,Tabby,Black,,730.0,Euthanasia,Neutered Male,False
13834,domestic shorthair,,True,1,Black,,White,,365.0,Transfer,Unknown,False
13835,keeshond,,True,0,Brown,,Black,,3285.0,Adoption,Spayed Female,True
13836,dachshund wirehair,,True,0,Sable,,White,,2920.0,Adoption,Spayed Female,False
13837,domestic shorthair,,True,1,Black,,,,90.0,Adoption,Spayed Female,True
13838,domestic shorthair,,True,1,Brown,Tabby,,,730.0,Transfer,Intact Male,False
13839,great pyrenees,,True,0,White,,,,730.0,Adoption,Neutered Male,True
13840,domestic shorthair,,True,1,Brown,Tabby,,,120.0,Adoption,Neutered Male,True
13841,domestic shorthair,,True,1,Tortie,,,,730.0,Transfer,Spayed Female,False
13842,german shepherd,australian cattle dog,False,0,Black,,White,,365.0,Adoption,Neutered Male,True
13843,domestic shorthair,,True,1,Orange,Tabby,,,21.0,Transfer,Intact Female,False
13844,boxer,pit bull,False,0,Chocolate,,White,,365.0,Transfer,Intact Female,True
13845,domestic longhair,,True,1,Tortie,,Orange,,365.0,Adoption,Spayed Female,True
13846,labrador retriever,,True,0,Brown,,,,2920.0,Return_to_owner,Neutered Male,True
13847,domestic shorthair,,True,1,White,,Brown,Tabby,365.0,Transfer,Intact Female,False
13848,border collie,,True,0,Black,,White,,30.0,Transfer,Intact Female,False
13849,domestic shorthair,,True,1,Black,,White,,240.0,Adoption,Neutered Male,True
13850,domestic shorthair,,True,1,Black,,White,,365.0,Adoption,Spayed Female,True
13851,american staffordshire terrier,,True,0,Brown,Brindle,White,,730.0,Return_to_owner,Intact Female,True
13852,chihuahua shorthair,dachshund,False,0,Tricolor,,,,365.0,Transfer,Neutered Male,False
13853,american pit bull terrier,,True,0,Brown,Brindle,White,,90.0,Transfer,Intact Male,True
13854,redbone hound,,True,0,Red,,White,,270.0,Transfer,Neutered Male,True
13855,border collie,labrador retriever,False,0,Black,,White,,2920.0,Transfer,Spayed Female,True
13856,alaskan malamute,,True,0,Black,,Tan,,730.0,Adoption,Neutered Male,True
13857,domestic shorthair,,True,1,Brown,Tabby,,,14.0,Died,Intact Male,False
13858,cairn terrier,,True,0,Tan,,,,365.0,Adoption,Spayed Female,True
13859,great dane,australian cattle dog,False,0,Black,,White,,240.0,Adoption,Neutered Male,True
13860,domestic shorthair,,True,1,Black,,White,,60.0,Adoption,Spayed Female,True
13861,australian cattle dog,,True,0,Brown,Merle,White,,240.0,Transfer,Neutered Male,True
13862,labrador retriever,,True,0,Black,,,,3.0,Transfer,Intact Male,False
13863,domestic shorthair,,True,1,Brown,Tabby,,,30.0,Euthanasia,Intact Female,True
13864,dachshund wirehair,chihuahua longhair,False,0,Tan,,,,730.0,Adoption,Intact Female,True
13865,domestic shorthair,,True,1,Tortie,,,,120.0,Transfer,Intact Female,False
13866,dachshund,,True,0,Sable,,Tan,,365.0,Transfer,Neutered Male,True
13867,siberian husky,,True,0,White,,Tan,,2190.0,Adoption,Neutered Male,True
13868,dachshund,,True,0,Brown,,,,120.0,Adoption,Neutered Male,False
13869,boxer,,True,0,Brown,Brindle,White,,1095.0,Euthanasia,Neutered Male,True
13870,pit bull,,True,0,Tricolor,,,,730.0,Adoption,Neutered Male,False
13871,english springer spaniel,,False,0,White,,Liver,,2920.0,Return_to_owner,Spayed Female,True
13872,american staffordshire terrier,,True,0,Brown,Brindle,,,3650.0,Return_to_owner,Intact Male,True
13873,smooth fox terrier,,True,0,Tricolor,,,,2920.0,Adoption,Neutered Male,True
13874,domestic medium hair,,True,1,Torbie,,,,150.0,Euthanasia,Intact Female,False
13875,domestic medium hair,,True,1,Brown,Tabby,,,7.0,Transfer,Intact Male,False
13876,border collie,labrador retriever,False,0,Black,,White,,90.0,Transfer,Spayed Female,True
13877,dachshund longhair,miniature schnauzer,False,0,Silver,,White,,90.0,Adoption,Spayed Female,True
13878,domestic shorthair,,True,1,Black,,,,14.0,Transfer,Intact Male,False
13879,australian shepherd,australian cattle dog,False,0,Brown,,Tan,,1825.0,Euthanasia,Intact Male,False
13880,pit bull,,True,0,Blue,,White,,180.0,Adoption,Spayed Female,True
13881,shetland sheepdog,dachshund longhair,False,0,Brown,,White,,300.0,Adoption,Neutered Male,True
13882,flat coat retriever,,True,0,Black,,,,730.0,Adoption,Spayed Female,True
13883,pit bull,,True,0,Brown,,White,,365.0,Adoption,Neutered Male,True
13884,domestic shorthair,,True,1,Brown,Tabby,White,,120.0,Adoption,Neutered Male,True
13885,chihuahua shorthair,,True,0,Chocolate,,White,,300.0,Return_to_owner,Neutered Male,True
13886,siamese,,True,1,Lynx,Point,White,,60.0,Adoption,Intact Male,True
13887,pomeranian,,False,0,Red,,,,365.0,Transfer,Intact Female,True
13888,domestic shorthair,,True,1,Black,,,,60.0,Transfer,Neutered Male,True
13889,pit bull,,True,0,White,,Brown,,2190.0,Return_to_owner,Spayed Female,True
13890,pit bull,labrador retriever,False,0,Black,,White,,1825.0,Euthanasia,Neutered Male,True
13891,domestic shorthair,,True,1,Blue,Tabby,,,90.0,Adoption,Spayed Female,True
13892,domestic medium hair,,True,1,Black,,,,730.0,Transfer,Intact Male,False
13893,pug,,True,0,Brown,,White,,365.0,Transfer,Neutered Male,True
13894,chihuahua shorthair,,True,0,Fawn,,White,,2190.0,Return_to_owner,Neutered Male,True
13895,domestic shorthair,,True,1,Black,,White,,60.0,Adoption,Neutered Male,True
13896,american staffordshire terrier,,True,0,Tricolor,,,,365.0,Return_to_owner,Spayed Female,True
13897,labrador retriever,,True,0,Brown,,,,1095.0,Adoption,Neutered Male,True
13898,great dane,mastiff,False,0,Black,,White,,1095.0,Adoption,Neutered Male,True
13899,domestic shorthair,,True,1,Calico,,,,365.0,Transfer,Intact Female,True
13900,pit bull,,True,0,Brown,Brindle,White,,365.0,Adoption,Spayed Female,True
13901,akita,siberian husky,False,0,Tan,,White,,150.0,Adoption,Neutered Male,True
13902,labrador retriever,,True,0,Black,,,,365.0,Return_to_owner,Spayed Female,True
13903,chihuahua shorthair,,True,0,Brown,Brindle,White,,60.0,Adoption,Neutered Male,False
13904,labrador retriever,beagle,False,0,Tan,,White,,1460.0,Return_to_owner,Spayed Female,True
13905,blue lacy,american bulldog,False,0,Brown,,White,,28.0,Transfer,Intact Female,False
13906,domestic shorthair,,True,1,Black,,White,,3650.0,Transfer,Spayed Female,True
13907,domestic shorthair,,True,1,Brown,Tabby,,,90.0,Adoption,Neutered Male,True
13908,domestic shorthair,,True,1,Black,,White,,21.0,Transfer,Intact Male,False
13909,dachshund,chihuahua shorthair,False,0,White,,Black,,730.0,Transfer,Neutered Male,True
13910,domestic longhair,,True,1,Black,,,,3650.0,Return_to_owner,Spayed Female,True
13911,domestic shorthair,,True,1,Tortie,,,,120.0,Transfer,Intact Female,False
